frame,track_id,x_center,y_center,width,height
202,3,115,261,252,520
202,4,650,395,72,125
202,5,796,354,134,327
202,19,105,404,19,48
202,22,532,377,27,99
203,1,1154,328,172,377
203,2,1078,373,65,212
203,3,110,287,270,570
203,4,647,395,73,126
203,5,799,354,133,328
203,19,105,403,18,47
203,22,532,377,27,99
204,1,1158,328,170,380
204,2,1084,373,68,216
204,3,105,246,231,488
204,4,646,395,76,126
204,5,803,352,133,331
204,19,105,403,18,47
204,22,532,377,27,101
205,1,1161,329,166,384
205,2,1090,373,70,217
205,3,101,208,199,415
205,4,646,396,76,124
205,5,808,350,133,333
205,19,104,404,19,48
205,22,532,377,27,101
206,1,1165,329,164,387
206,2,1094,374,73,220
206,3,98,168,164,333
206,4,646,397,78,123
206,5,814,348,134,335
206,19,104,404,19,47
206,22,532,377,27,101
207,1,1169,330,161,390
207,2,1099,373,77,221
207,3,95,156,156,309
207,4,646,398,80,122
207,5,818,346,133,335
207,19,103,405,19,47
207,22,532,377,27,103
208,1,1175,330,160,393
208,2,1105,373,79,223
208,3,92,127,133,251
208,4,647,398,81,124
208,5,823,345,134,337
208,19,104,406,19,47
208,22,532,377,27,103
209,1,1183,333,160,394
209,2,1111,373,83,223
209,3,87,106,116,206
209,4,649,398,84,125
209,5,826,345,135,340
209,19,104,407,19,47
209,22,532,377,27,103
210,1,1188,334,159,395
210,2,1112,375,84,226
210,3,83,88,96,170
210,4,649,399,85,123
210,5,829,345,137,342
210,19,103,408,21,49
210,22,532,378,27,104
211,1,1194,338,158,394
211,2,1111,375,85,226
211,3,79,70,75,134
211,4,650,399,88,125
211,5,832,344,138,345
211,19,101,409,21,51
211,22,532,377,27,105
212,1,1201,339,157,392
212,2,1112,374,86,227
212,3,75,53,55,98
212,4,651,399,90,125
212,5,833,343,140,349
212,19,100,410,21,52
212,22,532,377,27,105
213,1,1207,340,155,391
213,2,1113,375,86,228
213,3,71,35,35,62
213,4,651,399,92,125
213,5,834,342,141,351
213,19,100,410,22,54
213,22,532,378,29,106
214,1,1213,339,153,393
214,2,1114,374,87,229
214,3,67,17,15,26
214,4,651,400,92,123
214,5,837,341,143,354
214,19,98,410,23,56
214,22,532,377,29,107
215,1,1217,339,151,393
215,2,1116,374,87,229
215,3,64,0,-6,-8
215,4,650,402,91,119
215,5,839,340,146,356
215,19,97,410,23,56
215,22,532,377,29,107
215,24,119,414,19,43
216,1,1217,339,149,394
216,2,1119,374,88,231
216,3,60,-18,-26,-44
216,4,650,403,91,117
216,5,841,339,148,357
216,19,96,410,23,56
216,22,532,378,29,108
216,24,117,413,19,46
216,25,92,411,21,52
217,1,1218,339,147,395
217,2,1121,374,88,232
217,3,56,-36,-46,-81
217,4,663,406,86,112
217,5,842,339,151,360
217,19,96,410,22,56
217,22,532,377,29,109
217,24,115,413,19,46
217,25,92,411,21,52
218,1,1219,340,145,397
218,2,1122,373,89,233
218,3,52,-53,-66,-116
218,4,667,407,83,109
218,5,843,337,153,363
218,19,95,410,23,57
218,22,532,377,29,109
218,24,114,413,19,46
218,25,92,410,21,54
219,1,1219,341,143,396
219,2,1124,373,89,233
219,3,48,-71,-87,-152
219,4,666,407,83,110
219,5,845,337,156,364
219,19,94,411,23,56
219,22,532,378,29,110
219,24,113,412,20,47
219,25,92,409,22,55
220,1,1220,343,141,398
220,2,1127,373,90,235
220,3,45,-89,-105,-187
220,4,663,407,84,110
220,5,846,336,158,367
220,19,94,411,24,57
220,24,112,412,20,46
220,25,91,410,22,53
221,1,1222,344,138,399
221,2,1128,374,91,236
221,3,41,-107,-125,-223
221,4,661,407,86,112
221,5,848,336,160,368
221,19,93,412,23,58
221,24,111,411,20,47
221,25,89,412,21,52
222,1,1223,344,136,398
222,2,1130,373,91,237
222,3,37,-124,-145,-260
222,4,660,407,87,112
222,5,850,336,162,368
222,19,93,412,24,58
222,24,109,411,21,48
222,25,88,412,21,51
223,1,1224,344,134,400
223,2,1133,373,92,238
223,3,34,-142,-166,-295
223,4,661,407,87,113
223,5,852,335,164,371
223,19,92,412,24,59
223,24,108,410,20,49
223,25,89,413,22,52
224,1,1226,343,131,401
224,2,1136,372,94,240
224,3,30,-160,-186,-331
224,4,663,408,87,112
224,5,854,334,166,373
224,19,91,412,25,59
224,24,107,410,20,49
224,25,89,413,22,52
225,1,1228,342,129,401
225,2,1139,371,94,241
225,3,26,-178,-206,-367
225,4,665,408,86,111
225,5,856,334,167,374
225,19,91,413,24,60
225,24,105,410,21,50
225,25,89,413,22,53
226,1,1230,340,126,401
226,2,1140,371,95,244
226,3,22,-195,-227,-402
226,4,666,408,85,111
226,5,858,334,168,375
226,19,90,413,25,61
226,24,104,409,21,51
226,25,88,413,22,53
227,1,1231,338,124,401
227,2,1142,370,95,243
227,3,18,-213,-247,-439
227,4,667,409,85,111
227,5,859,335,170,376
227,19,89,413,25,61
227,24,103,408,22,51
227,25,103,416,20,50
228,1,1232,337,121,403
228,2,1143,370,95,244
228,3,14,-231,-267,-475
228,4,667,410,85,112
228,5,858,334,171,377
228,19,89,414,26,62
228,24,102,408,22,52
228,25,105,417,20,48
229,1,1234,337,120,408
229,2,1144,370,96,246
229,3,10,-248,-287,-510
229,4,667,410,86,114
229,5,857,335,171,378
229,19,88,414,25,63
229,24,101,408,22,52
229,25,106,418,19,48
230,1,1235,336,117,411
230,2,1145,370,97,246
230,3,7,-266,-308,-546
230,4,667,410,86,114
230,5,856,335,172,379
230,19,88,414,26,63
230,24,99,407,23,53
230,25,107,418,19,47
231,1,1237,336,114,414
231,2,1146,370,97,248
231,3,3,-284,-328,-582
231,4,666,410,87,115
231,5,854,336,172,380
231,19,87,415,26,64
231,24,98,407,23,54
231,25,109,419,19,47
232,1,1238,335,113,417
232,2,1147,370,97,248
232,3,-1,-301,-348,-618
232,4,665,411,87,116
232,5,851,337,172,380
232,19,86,415,27,64
232,24,97,406,22,55
232,25,110,419,19,47
233,1,1241,334,110,420
233,2,1148,370,98,249
233,3,-5,-319,-368,-654
233,4,663,412,87,114
233,5,848,338,171,381
233,19,86,415,26,65
233,24,95,406,23,55
233,25,112,420,18,46
234,1,1243,306,94,366
234,2,1149,371,99,250
234,3,-9,-337,-389,-689
234,4,663,413,86,114
234,5,845,339,170,382
234,19,85,416,26,65
234,24,94,405,23,55
234,25,113,421,18,46
235,1,1245,317,98,393
235,2,1150,371,99,251
235,3,-13,-355,-409,-725
235,4,661,413,87,113
235,5,840,339,169,381
235,19,84,416,27,65
235,24,93,405,24,56
235,25,114,421,19,45
235,27,1246,266,35,292
236,1,1247,316,98,394
236,2,1151,372,100,250
236,3,-17,-373,-429,-761
236,4,661,413,88,113
236,5,836,340,167,382
236,19,83,417,27,66
236,24,92,404,24,57
236,25,116,421,18,45
236,27,1246,241,31,250
237,1,1249,314,98,393
237,2,1151,372,101,251
237,3,-20,-390,-450,-797
237,4,660,414,89,114
237,5,832,340,165,381
237,19,83,417,27,66
237,24,91,404,24,57
237,25,117,422,18,45
237,27,1247,235,31,242
238,1,1251,312,98,393
238,2,1151,373,101,250
238,3,-24,-408,-470,-833
238,4,659,414,89,114
238,5,827,342,161,380
238,19,82,417,27,67
238,24,89,404,25,58
238,25,91,421,20,49
238,27,1249,232,32,242
238,29,1261,230,40,258
239,1,1253,311,98,394
239,2,1150,373,101,250
239,3,-28,-426,-490,-869
239,4,658,414,89,113
239,5,823,342,158,381
239,19,82,418,28,68
239,24,88,403,25,59
239,25,90,421,20,48
239,27,1252,231,34,243
239,29,1262,228,40,259
240,1,1255,309,98,393
240,2,1150,373,101,249
240,4,657,416,90,112
240,5,818,343,155,381
240,19,81,418,27,68
240,24,87,403,26,60
240,25,89,421,20,48
240,27,1254,231,35,246
240,29,1262,226,39,263
241,1,1257,308,97,394
241,2,1150,374,102,249
241,4,657,417,90,110
241,5,814,344,152,381
241,19,81,418,28,69
241,24,85,402,25,60
241,25,89,421,20,49
241,27,1257,230,35,250
241,29,1263,224,40,265
242,1,1259,306,97,393
242,2,1149,374,102,249
242,4,657,417,89,109
242,5,809,345,147,380
242,19,80,419,28,70
242,24,84,402,25,60
242,25,88,421,20,49
242,27,1260,229,36,251
242,29,1263,223,40,266
243,1,1261,304,97,393
243,2,1149,375,102,249
243,4,658,419,89,108
243,5,806,345,144,381
243,19,79,419,29,70
243,24,83,401,26,61
243,25,88,421,20,49
243,27,1260,230,36,250
243,29,1264,221,40,268
244,1,1263,303,97,393
244,2,1148,376,103,248
244,4,661,418,89,109
244,5,803,346,141,381
244,19,79,419,28,71
244,24,82,401,26,62
244,25,87,421,20,49
244,27,1257,232,38,256
244,29,1264,219,40,269
245,1,1265,301,97,393
245,2,1148,377,104,248
245,4,663,419,89,110
245,5,801,347,137,377
245,19,78,419,29,71
245,24,81,400,26,63
245,25,87,422,20,49
245,27,1251,244,43,280
245,29,1264,218,41,270
246,1,1267,300,97,392
246,2,1147,376,104,249
246,4,665,418,88,111
246,5,801,349,134,374
246,19,77,420,29,72
246,24,79,400,27,63
246,25,86,423,20,50
246,27,1243,259,50,313
246,29,1265,216,41,272
246,31,42,416,68,455
247,1,1230,318,107,439
247,2,1144,377,105,248
247,4,665,419,87,110
247,5,799,350,131,372
247,24,78,400,27,64
247,25,85,423,21,50
247,27,1242,260,51,316
247,29,1265,214,41,273
247,31,47,346,89,599
248,1,1239,318,101,440
248,2,1142,377,105,247
248,4,662,420,86,110
248,5,798,351,129,370
248,24,77,399,28,64
248,25,85,423,20,49
248,27,1241,260,51,319
248,29,1266,212,41,275
248,31,52,319,98,649
249,1,1239,320,98,442
249,2,1141,378,106,246
249,4,657,420,87,110
249,5,797,352,128,368
249,25,84,424,21,50
249,27,1240,261,51,322
249,29,1266,211,41,276
249,31,59,308,100,662
250,1,1235,320,98,441
250,2,1138,379,105,241
250,4,655,420,88,110
250,5,795,353,125,365
250,25,84,424,20,50
250,27,1239,261,53,324
250,29,1267,209,42,278
250,31,65,307,103,664
251,1,1217,321,104,441
251,2,1136,379,106,242
251,4,654,420,89,112
251,5,793,354,123,361
251,25,83,424,20,50
251,27,1238,261,53,327
251,29,1268,207,42,279
251,31,76,315,110,681
252,1,1203,322,112,442
252,2,1134,379,107,244
252,4,653,420,91,112
252,5,791,356,122,357
252,25,82,425,21,50
252,27,1237,262,53,330
252,29,1268,205,42,281
252,31,90,321,116,689
253,1,1197,323,117,444
253,2,1132,379,107,244
253,4,651,421,90,112
253,5,789,357,122,354
253,25,82,425,20,50
253,27,1237,262,54,333
253,29,1268,204,43,282
253,31,104,326,125,695
254,1,1195,323,123,445
254,2,1130,378,109,243
254,4,650,422,91,110
254,5,787,358,120,351
254,25,81,425,21,50
254,27,1236,262,54,336
254,29,1269,202,42,284
254,31,120,337,137,708
255,1,1195,324,127,444
255,2,1127,378,109,241
255,4,649,422,91,110
255,5,785,360,120,346
255,25,80,426,21,50
255,27,1235,262,54,339
255,29,1269,200,43,285
255,31,137,343,151,717
255,34,585,409,25,62
256,1,1197,326,131,446
256,2,1124,380,109,240
256,4,648,423,91,108
256,5,783,361,119,341
256,25,80,426,20,50
256,27,1234,263,55,342
256,29,1270,198,43,287
256,31,153,348,167,720
256,34,585,410,24,62
257,1,1198,326,134,444
257,2,1121,381,109,238
257,4,649,423,90,107
257,5,780,363,119,338
257,25,79,426,21,50
257,27,1233,263,56,345
257,29,1270,197,43,288
257,31,169,350,182,721
257,34,585,410,24,62
258,1,1198,326,136,443
258,2,1119,382,110,238
258,4,651,423,91,108
258,5,779,364,119,336
258,25,79,427,20,50
258,27,1232,264,56,348
258,29,1271,195,44,290
258,31,186,352,200,719
258,34,584,410,24,62
259,1,1197,326,138,441
259,2,1115,383,111,236
259,4,653,423,89,107
259,5,777,365,119,333
259,25,78,427,20,50
259,27,1231,264,57,350
259,29,1271,193,43,291
259,31,200,352,217,717
259,34,584,410,24,62
260,1,1195,327,140,436
260,2,1111,384,111,234
260,4,651,424,89,106
260,5,776,366,120,331
260,25,77,427,21,50
260,27,1230,264,57,353
260,29,1272,191,44,293
260,31,215,352,236,715
260,34,583,410,25,63
261,1,1194,328,142,434
261,2,1109,384,113,233
261,4,647,424,88,105
261,5,774,367,120,329
261,25,77,427,20,51
261,27,1229,264,57,357
261,29,1273,190,44,294
261,31,229,355,258,717
261,34,583,411,24,62
262,1,1194,329,144,431
262,2,1107,384,113,233
262,4,648,424,86,103
262,5,773,368,120,327
262,25,76,428,21,50
262,27,1229,265,58,360
262,29,1273,188,44,296
262,31,242,354,279,715
262,34,583,411,24,62
263,1,1193,330,145,426
263,2,1104,385,114,232
263,4,651,425,85,102
263,5,770,369,120,324
263,25,76,428,20,50
263,27,1228,265,58,363
263,29,1273,186,45,297
263,31,256,355,300,714
263,34,582,411,25,62
264,1,1194,331,146,424
264,2,1100,386,115,230
264,4,651,425,84,102
264,5,767,368,119,321
264,25,73,425,20,49
264,27,1226,265,59,365
264,29,1274,184,44,299
264,31,269,355,322,714
264,34,578,409,24,62
265,1,1196,332,148,422
265,2,1097,385,114,229
265,4,649,425,85,102
265,5,764,368,119,319
265,25,71,426,21,48
265,27,1226,266,60,368
265,29,1274,183,45,300
265,31,281,355,345,712
265,34,577,409,24,61
266,1,1198,331,148,419
266,2,1094,385,115,227
266,4,648,425,85,102
266,5,761,369,119,318
266,25,70,426,21,49
266,27,1225,266,60,371
266,29,1275,181,46,302
266,31,294,355,368,713
266,34,575,408,23,59
267,1,1197,331,149,420
267,2,1092,385,116,226
267,4,646,424,85,103
267,5,759,368,119,317
267,25,67,426,22,50
267,27,1224,267,60,374
267,29,1275,179,45,303
267,31,305,356,391,713
267,34,575,409,22,59
268,1,1194,330,153,422
268,2,1089,385,116,224
268,4,645,425,83,101
268,5,756,368,118,316
268,25,65,426,23,51
268,27,1223,267,61,376
268,29,1276,177,46,305
268,31,316,358,415,714
268,34,574,409,22,58
269,1,1192,329,156,426
269,2,1086,384,116,223
269,4,644,425,83,101
269,5,754,367,117,313
269,25,64,426,23,51
269,27,1222,267,61,380
269,29,1276,176,45,306
269,31,328,358,438,715
269,34,573,409,22,58
270,1,1187,327,158,425
270,2,1082,385,117,222
270,4,644,426,82,100
270,5,751,367,116,311
270,25,63,426,24,51
270,27,1221,267,61,383
270,29,1277,174,46,308
270,31,339,358,461,715
270,34,572,409,22,58
271,1,1182,326,163,427
271,2,1079,384,117,221
271,4,643,426,82,100
271,5,749,367,114,310
271,25,60,427,24,51
271,27,1221,268,62,386
271,31,349,359,482,716
271,34,571,409,23,58
272,1,1178,326,169,433
272,2,1077,384,117,222
272,4,642,426,81,99
272,5,745,366,113,307
272,25,58,427,23,51
272,27,1219,268,63,389
272,31,360,359,504,716
272,34,571,409,22,57
273,1,1174,330,176,444
273,2,1076,384,118,221
273,4,642,426,81,99
273,5,743,368,109,301
273,25,57,428,24,52
273,27,1218,268,63,391
273,31,371,359,524,718
273,34,570,409,22,57
274,1,1170,333,183,454
274,2,1073,385,118,220
274,4,641,426,81,97
274,5,740,369,107,300
274,25,55,428,23,52
274,27,1218,269,64,394
274,31,384,359,540,716
274,34,569,409,22,57
275,1,1166,334,189,456
275,2,1070,386,119,220
275,4,641,426,80,97
275,5,736,368,107,303
275,25,52,428,24,52
275,27,1217,269,64,397
275,31,392,359,556,717
275,34,568,409,22,56
276,1,1162,333,193,455
276,2,1066,387,117,220
276,4,640,427,80,96
276,5,734,366,106,306
276,25,49,427,24,54
276,27,1216,270,64,400
276,31,412,359,566,715
276,34,567,409,22,56
277,1,1158,333,197,453
277,2,1062,387,117,218
277,4,639,427,79,96
277,5,731,361,107,316
277,25,47,427,25,54
277,31,440,360,572,716
277,34,566,409,22,56
278,1,1155,335,202,454
278,2,1059,388,116,216
278,4,638,427,79,96
278,5,730,359,105,320
278,25,41,427,25,54
278,31,469,360,570,713
278,34,565,409,21,55
279,1,1152,336,208,456
279,2,1056,388,117,217
279,4,638,427,78,95
279,5,732,361,100,316
279,25,37,427,25,55
279,31,499,360,566,713
279,34,564,409,21,55
280,1,1149,338,214,458
280,2,1052,389,116,217
280,4,637,427,79,95
280,5,730,361,100,316
280,25,32,427,27,57
280,31,526,360,555,713
280,34,563,409,21,55
281,1,1146,340,219,460
281,2,1048,389,115,215
281,4,637,428,78,94
281,5,728,360,100,317
281,25,29,427,28,58
281,31,551,360,540,712
281,34,562,409,21,55
282,1,1144,340,224,461
282,2,1044,390,113,214
282,4,636,428,77,94
282,5,726,360,100,316
282,25,26,426,29,59
282,31,577,360,524,711
282,34,561,409,21,54
283,1,1140,343,231,464
283,2,1040,392,113,214
283,4,635,428,77,93
283,5,724,359,100,317
283,25,23,426,29,59
283,31,601,361,506,712
283,34,561,409,20,53
284,1,1138,345,238,469
284,2,1036,393,111,213
284,4,635,428,76,93
284,5,722,359,100,316
284,25,20,427,29,60
284,31,623,360,486,713
284,34,560,409,20,53
285,1,1135,348,244,473
285,2,1035,394,111,213
285,4,634,429,76,92
285,5,720,358,100,317
285,25,18,426,30,61
285,31,645,360,463,713
285,34,559,409,20,53
286,1,1131,351,251,476
286,2,1031,395,108,212
286,4,611,429,79,99
286,5,718,358,100,317
286,25,15,426,30,61
286,31,666,357,439,711
286,34,558,409,21,53
287,1,1128,353,258,482
287,2,1025,396,106,210
287,4,611,431,80,100
287,5,716,358,100,316
287,25,13,427,30,62
287,31,682,356,418,713
287,34,557,409,21,53
288,1,1125,357,267,489
288,2,1019,397,104,212
288,4,606,431,81,99
288,5,714,357,100,317
288,25,10,426,30,63
288,31,693,358,403,716
288,34,557,409,20,53
289,1,1121,360,274,497
289,2,1015,397,102,211
289,4,600,432,85,99
289,5,712,357,100,316
289,25,8,426,30,63
289,31,710,358,391,717
289,34,556,410,20,52
290,1,1116,360,277,496
290,2,1012,397,98,209
290,4,604,435,84,96
290,5,710,356,100,317
290,25,5,427,30,64
290,31,726,358,383,717
290,34,531,410,23,58
291,1,1111,364,286,502
291,2,1010,398,96,208
291,4,607,436,83,95
291,5,708,356,100,317
291,25,2,427,30,64
291,31,737,359,378,719
291,34,529,410,22,57
292,1,1105,367,292,510
292,2,1007,399,94,208
292,4,608,438,84,95
292,5,706,355,100,317
292,25,-1,426,31,65
292,31,742,359,373,719
292,34,526,412,24,62
293,1,1101,369,299,518
293,2,1003,400,93,207
293,4,603,439,85,96
293,5,704,355,100,317
293,25,-4,427,31,66
293,31,744,360,369,720
293,34,523,413,24,62
294,1,1098,372,307,524
294,2,1000,402,91,209
294,4,601,439,86,97
294,5,702,355,100,316
294,25,-6,427,32,66
294,31,744,360,365,720
294,34,520,413,24,62
295,1,1092,374,313,532
295,2,996,403,89,208
295,4,599,439,86,97
295,5,700,354,100,317
295,25,-9,426,32,67
295,31,747,360,360,720
295,34,517,413,25,63
296,1,1088,376,321,542
296,2,993,404,88,208
296,4,597,440,86,97
296,5,698,354,100,316
296,25,-12,427,33,68
296,31,751,360,355,719
296,34,515,413,25,63
297,1,1084,374,327,549
297,2,989,404,85,209
297,4,594,442,85,95
297,5,696,353,100,317
297,25,-14,427,32,68
297,31,757,369,344,702
297,34,513,414,25,64
298,1,1078,371,336,562
298,2,986,405,84,209
298,4,592,443,85,95
298,5,694,353,100,317
298,25,-17,426,33,69
298,31,764,380,329,675
298,34,510,414,25,64
299,1,1071,371,342,569
299,2,982,408,81,206
299,4,588,443,85,97
299,5,692,352,100,317
299,25,-19,427,34,70
299,31,772,387,316,650
299,34,508,414,25,65
300,1,1065,371,350,578
300,2,979,409,80,207
300,4,584,443,88,101
300,5,656,382,104,353
300,25,-22,427,34,70
300,31,775,394,311,640
300,34,506,414,25,65
301,1,1060,368,358,587
301,2,975,411,78,209
301,4,579,444,88,102
301,5,649,390,95,349
301,25,-25,427,35,70
301,31,777,394,308,641
301,34,497,412,23,60
302,1,1059,370,360,589
302,2,971,413,77,209
302,4,575,444,88,104
302,5,642,396,90,342
302,25,-28,426,35,71
302,31,777,392,305,636
302,34,494,412,23,60
303,1,1056,370,369,602
303,2,966,414,75,209
303,4,569,444,86,103
303,5,639,398,86,339
303,25,-30,427,36,72
303,31,775,389,306,643
303,34,492,412,24,60
304,1,1054,366,377,615
304,2,960,415,73,208
304,4,564,445,85,105
304,5,637,402,86,338
304,25,-33,427,36,72
304,31,775,386,306,649
304,34,489,412,23,60
305,1,1053,364,387,634
305,2,955,416,71,208
305,4,560,445,84,107
305,5,633,404,85,339
305,25,-36,426,35,73
305,31,778,380,307,661
305,34,486,412,23,60
306,1,1050,362,399,656
306,2,951,416,69,209
306,4,555,446,83,108
306,5,630,405,86,341
306,25,-38,427,36,74
306,31,774,375,303,668
306,34,483,412,23,59
307,1,1049,358,411,681
307,2,947,418,66,208
307,4,552,446,82,108
307,5,626,407,86,344
307,25,-41,427,36,74
307,31,772,364,303,678
307,34,480,412,23,59
308,1,1049,357,420,701
308,2,942,418,65,209
308,4,548,447,80,110
308,5,622,407,87,347
308,25,-44,426,37,75
308,31,765,358,301,691
308,34,478,412,24,59
309,1,1047,357,424,710
309,2,938,420,63,210
309,4,545,448,80,110
309,5,618,408,87,351
309,25,-47,427,37,76
309,31,754,359,295,696
309,34,475,412,23,59
310,1,1044,357,426,714
310,2,935,421,62,210
310,4,542,448,80,113
310,5,615,409,89,356
310,25,-49,427,38,76
310,31,747,356,292,706
310,34,472,412,23,59
311,1,1039,357,427,715
311,2,930,421,61,209
311,4,537,449,79,114
311,5,612,415,89,356
311,25,-52,427,38,76
311,31,741,355,286,711
311,34,469,412,23,59
312,1,1034,357,429,717
312,2,926,422,59,211
312,4,533,449,77,115
312,5,611,413,90,352
312,31,737,356,278,712
312,34,466,413,23,60
313,1,1027,357,429,716
313,2,924,426,58,212
313,4,529,450,75,114
313,5,606,418,93,357
313,31,731,357,270,714
313,34,464,413,23,60
314,1,1020,357,430,715
314,2,920,428,57,212
314,4,525,450,73,112
314,5,600,418,96,364
314,31,724,356,260,711
314,34,461,413,23,60
315,1,1012,358,427,711
315,2,917,429,57,213
315,4,521,451,72,113
315,5,594,421,98,367
315,31,719,355,250,702
315,34,458,413,23,60
316,1,1003,360,424,705
316,2,915,431,56,214
316,4,516,453,71,114
316,5,588,423,100,369
316,31,717,351,244,702
316,34,455,413,23,60
317,1,995,361,420,704
317,2,914,433,56,216
317,4,511,453,70,114
317,5,581,424,102,374
317,31,715,352,237,700
317,34,452,413,23,60
318,1,983,362,413,699
318,2,912,435,56,216
318,4,506,453,69,115
318,5,573,424,103,377
318,31,715,359,232,703
318,34,450,413,23,59
319,1,976,369,402,688
319,2,911,435,56,217
319,4,502,454,68,115
319,5,565,426,104,380
319,31,716,366,226,698
319,34,447,413,23,59
320,1,969,375,390,678
320,2,909,436,56,217
320,4,497,455,67,115
320,5,558,427,104,383
320,31,717,373,220,689
320,34,444,413,23,59
321,1,966,377,382,673
321,2,908,438,57,217
321,4,492,457,66,116
321,5,552,429,103,386
321,31,721,378,215,680
321,34,441,413,23,59
322,1,965,380,373,665
322,2,909,439,60,219
322,4,487,457,65,116
322,5,545,430,102,390
322,31,728,381,212,673
322,34,438,413,23,59
323,1,964,386,364,654
323,2,909,441,61,221
323,4,482,456,65,120
323,5,533,431,104,393
323,31,733,387,208,662
323,34,436,413,23,59
324,1,965,391,357,646
324,2,908,442,63,223
324,4,478,456,64,121
324,5,523,432,104,396
324,31,734,392,203,652
324,34,433,413,23,59
325,1,968,392,353,641
325,2,907,443,64,224
325,4,473,457,65,122
325,5,515,433,105,398
325,31,730,398,197,636
325,34,430,413,23,59
326,1,972,391,354,641
326,2,904,443,65,225
326,4,469,457,66,123
326,5,509,435,105,399
326,31,726,403,193,623
326,34,427,413,23,59
327,1,972,388,357,645
327,2,901,445,65,225
327,4,465,458,66,123
327,5,505,437,106,403
327,31,719,412,187,606
327,34,425,413,22,59
328,1,973,385,364,652
328,2,900,445,66,227
328,4,460,459,67,124
328,5,499,437,108,409
328,31,713,420,181,587
328,34,422,413,23,59
329,1,974,382,370,657
329,2,898,446,66,226
329,4,456,459,68,125
329,5,493,437,110,411
329,31,708,427,177,572
329,34,419,413,23,59
330,1,977,379,378,664
330,2,896,447,66,227
330,4,451,460,67,126
330,5,486,438,111,416
330,31,699,439,170,549
330,34,416,413,23,59
331,1,980,376,386,672
331,2,894,448,67,229
331,4,447,460,68,127
331,5,480,438,113,415
331,31,694,450,166,532
331,34,413,414,23,58
332,1,981,373,396,676
332,2,893,449,68,230
332,4,443,461,68,128
332,5,473,439,115,416
332,31,692,455,164,522
333,1,983,371,405,682
333,2,891,449,70,232
333,4,438,461,69,129
333,5,464,441,118,420
333,31,689,455,164,515
334,1,991,368,414,687
334,2,891,449,70,232
334,4,434,462,70,130
334,5,453,442,121,424
334,31,686,457,166,513
335,1,1007,366,420,693
335,2,890,449,71,231
335,4,430,462,70,131
335,5,442,444,127,428
335,31,684,458,169,513
336,1,1023,364,424,697
336,2,888,449,73,233
336,4,425,463,70,132
336,5,432,445,133,434
336,31,682,459,173,512
337,1,1040,364,428,700
337,2,884,451,74,232
337,4,420,464,71,132
337,5,422,445,140,439
337,31,683,459,176,511
338,1,1066,363,426,702
338,2,884,451,75,233
338,4,416,464,71,133
338,5,412,447,148,444
338,31,682,459,181,511
339,1,1079,362,424,704
339,2,883,452,76,233
339,4,412,465,72,134
339,5,402,448,157,450
339,31,680,459,186,511
340,1,1092,361,419,703
340,2,881,453,76,236
340,4,408,465,72,134
340,5,392,451,165,456
340,31,676,459,191,510
341,1,1109,361,410,702
341,2,880,454,78,239
341,4,403,465,72,135
341,5,385,453,175,463
341,31,671,459,197,510
342,1,1127,359,399,701
342,2,879,456,80,242
342,4,398,466,73,136
342,5,379,455,184,470
342,31,665,459,202,512
343,1,1146,361,385,701
343,2,877,457,81,244
343,4,394,466,73,137
343,5,374,457,191,473
343,31,658,459,206,513
344,1,1159,363,370,698
344,2,876,457,81,245
344,4,390,467,74,138
344,5,371,459,199,480
344,31,651,458,210,515
345,1,1170,363,354,695
345,2,876,458,82,246
345,4,385,467,75,139
345,5,368,462,207,488
345,31,641,458,211,516
346,1,1179,365,338,691
346,2,875,458,83,248
346,4,458,454,70,151
346,5,364,464,214,496
346,31,629,458,212,516
347,1,1183,366,323,690
347,2,874,458,83,249
347,4,454,454,65,153
347,5,360,465,220,501
347,31,617,458,211,517
348,1,1187,367,309,687
348,2,873,458,85,250
348,4,449,455,61,154
348,5,355,465,225,503
348,31,607,458,211,518
349,1,1187,367,299,689
349,2,872,458,85,251
349,4,444,456,61,156
349,5,351,464,230,506
349,31,598,459,210,518
350,1,1188,366,291,693
350,2,871,458,86,251
350,4,442,455,60,155
350,5,346,464,234,508
350,31,589,458,209,517
351,1,1190,365,281,696
351,2,870,457,87,252
351,4,437,455,60,156
351,5,341,463,236,508
351,31,582,458,208,517
352,1,1196,364,273,702
352,2,870,457,88,252
352,4,434,454,61,156
352,5,334,461,239,510
352,31,573,458,209,516
353,1,1201,362,264,710
353,2,869,457,88,254
353,4,433,453,61,156
353,5,328,459,241,512
353,31,567,458,208,515
354,1,1204,361,255,716
354,2,868,457,89,254
354,4,432,451,60,155
354,5,321,457,242,513
354,31,560,459,207,514
355,1,1208,360,245,718
355,2,868,457,90,254
355,4,430,451,61,154
355,5,314,456,242,516
355,31,553,459,207,515
356,1,1212,359,235,717
356,2,866,457,91,254
356,4,430,451,60,154
356,5,306,455,241,519
356,31,548,459,207,515
357,1,1218,335,210,669
357,2,866,457,92,254
357,4,429,451,60,155
357,5,298,455,239,522
357,31,543,460,205,514
358,1,1224,308,186,615
358,2,866,457,94,256
358,4,427,451,60,154
358,5,292,453,238,525
358,31,538,460,205,514
359,1,1231,305,175,607
359,2,865,456,95,255
359,4,424,450,60,155
359,5,282,452,235,529
359,31,534,459,205,515
360,1,1237,300,173,598
360,2,865,456,95,256
360,4,423,450,60,155
360,5,269,450,232,534
